prompt_id,split,novel_source,S_safe,n_ref_tokens,S_safe_per_tok,S_safe_first_tok,cap_k0.1,cap_k0.15,cap_k0.25,cap_k0.5,cap_k1,cap_k1.5,cap_k3,cap_k5,cap_k10,cap_k20
bookmia.12.35,attack_train,fahrenheit_451,253.761,67,3.7875,11.437,0.079912,0.119665,0.199002,0.396718,0.790168,1.0,1.0,1.0,1.0,1.0
bookmia.12.36,attack_train,fahrenheit_451,215.904,67,3.2224,12.074,0.094078,0.140833,0.234105,0.466369,0.927542,1.0,1.0,1.0,1.0,1.0
bookmia.12.38,attack_train,fahrenheit_451,260.964,77,3.3891,15.097,0.077685,0.116336,0.19348,0.38575,0.768463,1.0,1.0,1.0,1.0,1.0
bookmia.12.39,attack_train,fahrenheit_451,179.196,74,2.4216,13.039,0.113585,0.169958,0.282345,0.561873,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.41,attack_train,fahrenheit_451,240.642,79,3.0461,12.382,0.084313,0.126242,0.209913,0.41838,0.832985,1.0,1.0,1.0,1.0,1.0
bookmia.12.45,attack_train,fahrenheit_451,185.459,79,2.3476,4.172,0.109706,0.164168,0.272761,0.54292,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.47,attack_train,fahrenheit_451,10.43,67,0.1557,7.363,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.49,attack_train,fahrenheit_451,189.149,75,2.522,13.319,0.107541,0.160938,0.267412,0.532337,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.50,attack_train,fahrenheit_451,134.732,71,1.8976,17.547,0.151601,0.226636,0.376021,0.746417,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.52,attack_train,fahrenheit_451,168.023,78,2.1541,1.858,0.12123,0.181365,0.30122,0.599164,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.53,attack_train,fahrenheit_451,184.883,70,2.6412,1.183,0.110051,0.164684,0.273615,0.54461,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.54,attack_train,fahrenheit_451,234.463,66,3.5525,13.788,0.086557,0.129597,0.215476,0.42942,0.85478,1.0,1.0,1.0,1.0,1.0
bookmia.12.56,attack_train,fahrenheit_451,199.894,67,2.9835,10.198,0.101698,0.152213,0.252962,0.503733,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.57,attack_train,fahrenheit_451,197.569,73,2.7064,16.334,0.102908,0.15402,0.255955,0.50966,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.59,attack_train,fahrenheit_451,226.411,81,2.7952,12.012,0.089668,0.134244,0.223182,0.444709,0.884926,1.0,1.0,1.0,1.0,1.0
bookmia.12.60,attack_train,fahrenheit_451,208.721,70,2.9817,17.021,0.097351,0.145722,0.242207,0.482426,0.959036,1.0,1.0,1.0,1.0,1.0
bookmia.12.61,attack_train,fahrenheit_451,218.316,75,2.9109,16.129,0.093028,0.139264,0.231504,0.461213,0.917409,1.0,1.0,1.0,1.0,1.0
bookmia.12.62,attack_train,fahrenheit_451,198.109,75,2.6415,6.053,0.102624,0.153597,0.255254,0.508271,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.66,attack_train,fahrenheit_451,142.972,71,2.0137,3.367,0.142755,0.213458,0.354266,0.703688,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.68,attack_train,fahrenheit_451,173.885,79,2.2011,14.538,0.117095,0.175196,0.291015,0.579007,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.72,attack_train,fahrenheit_451,162.129,69,2.3497,11.052,0.125691,0.188019,0.312226,0.620886,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.73,attack_train,fahrenheit_451,198.68,76,2.6142,11.55,0.102326,0.153151,0.254516,0.50681,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.74,attack_train,fahrenheit_451,188.056,91,2.0665,1.281,0.108174,0.161881,0.268974,0.535429,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.75,attack_train,fahrenheit_451,157.524,64,2.4613,16.589,0.129411,0.193566,0.321398,0.638976,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.76,attack_train,fahrenheit_451,231.988,75,3.0932,14.899,0.08749,0.130991,0.217788,0.434007,0.863829,1.0,1.0,1.0,1.0,1.0
bookmia.12.77,attack_train,fahrenheit_451,237.862,81,2.9366,12.961,0.085308,0.12773,0.21238,0.423276,0.842653,1.0,1.0,1.0,1.0,1.0
bookmia.12.80,attack_train,fahrenheit_451,293.836,87,3.3774,13.723,0.068919,0.103228,0.171724,0.342513,0.682778,1.0,1.0,1.0,1.0,1.0
bookmia.12.86,attack_train,fahrenheit_451,164.716,73,2.2564,6.818,0.123693,0.185039,0.307298,0.611162,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.88,attack_train,fahrenheit_451,225.149,66,3.4113,13.788,0.090176,0.135003,0.22444,0.447204,0.889841,1.0,1.0,1.0,1.0,1.0
bookmia.12.89,attack_train,fahrenheit_451,186.692,75,2.4892,5.279,0.108973,0.163075,0.27095,0.539338,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.92,attack_train,fahrenheit_451,307.354,77,3.9916,12.974,0.065862,0.098655,0.164131,0.327415,0.652816,0.976436,1.0,1.0,1.0,1.0
bookmia.12.93,attack_train,fahrenheit_451,195.638,72,2.7172,13.356,0.103935,0.155554,0.258495,0.514689,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.94,attack_train,fahrenheit_451,191.512,63,3.0399,16.896,0.1062,0.158935,0.264095,0.525773,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.12.96,attack_train,fahrenheit_451,239.759,90,2.664,14.385,0.084626,0.126711,0.21069,0.419923,0.836032,1.0,1.0,1.0,1.0,1.0
bookmia.12.98,attack_train,fahrenheit_451,206.244,70,2.9463,15.643,0.098533,0.147487,0.245132,0.488222,0.970372,1.0,1.0,1.0,1.0,1.0
bookmia.18.03,attack_train,hitchhiker's_guide_to_the_galaxy,168.284,85,1.9798,15.311,0.121039,0.181081,0.300751,0.598237,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.08,attack_train,hitchhiker's_guide_to_the_galaxy,165.376,73,2.2654,12.207,0.123193,0.184294,0.306066,0.60873,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.10,attack_train,hitchhiker's_guide_to_the_galaxy,220.103,93,2.3667,15.843,0.092265,0.138124,0.229614,0.457465,0.91004,1.0,1.0,1.0,1.0,1.0
bookmia.18.12,attack_train,hitchhiker's_guide_to_the_galaxy,166.986,71,2.3519,16.825,0.121992,0.182501,0.3031,0.602876,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.15,attack_train,hitchhiker's_guide_to_the_galaxy,171.48,71,2.4152,18.126,0.118757,0.177676,0.295117,0.587112,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.16,attack_train,hitchhiker's_guide_to_the_galaxy,163.757,70,2.3394,12.76,0.124426,0.186133,0.309107,0.614731,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.18,attack_train,hitchhiker's_guide_to_the_galaxy,180.671,73,2.4749,8.789,0.112647,0.168558,0.280028,0.557292,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.23,attack_train,hitchhiker's_guide_to_the_galaxy,238.062,78,3.0521,11.565,0.085236,0.127622,0.2122,0.42292,0.841951,1.0,1.0,1.0,1.0,1.0
bookmia.18.24,attack_train,hitchhiker's_guide_to_the_galaxy,214.179,78,2.7459,15.111,0.094844,0.141977,0.236001,0.470127,0.934922,1.0,1.0,1.0,1.0,1.0
bookmia.18.25,attack_train,hitchhiker's_guide_to_the_galaxy,188.818,72,2.6225,1.905,0.107732,0.161222,0.267883,0.53327,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.26,attack_train,hitchhiker's_guide_to_the_galaxy,202.799,88,2.3045,12.239,0.100225,0.150014,0.249319,0.496517,0.98655,1.0,1.0,1.0,1.0,1.0
bookmia.18.27,attack_train,hitchhiker's_guide_to_the_galaxy,213.028,79,2.6966,10.148,0.095362,0.142751,0.237283,0.472669,0.93991,1.0,1.0,1.0,1.0,1.0
bookmia.18.29,attack_train,hitchhiker's_guide_to_the_galaxy,205.051,73,2.8089,10.809,0.099113,0.148353,0.246566,0.491063,0.975921,1.0,1.0,1.0,1.0,1.0
bookmia.18.31,attack_train,hitchhiker's_guide_to_the_galaxy,238.203,76,3.1343,0.504,0.085185,0.127545,0.212074,0.422669,0.841456,1.0,1.0,1.0,1.0,1.0
bookmia.18.34,attack_train,hitchhiker's_guide_to_the_galaxy,161.653,65,2.487,11.275,0.126065,0.188578,0.31315,0.622709,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.35,attack_train,hitchhiker's_guide_to_the_galaxy,160.43,85,1.8874,12.137,0.127038,0.190028,0.315549,0.627441,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.38,attack_train,hitchhiker's_guide_to_the_galaxy,173.705,69,2.5175,12.387,0.117218,0.17538,0.291318,0.579606,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.39,attack_train,hitchhiker's_guide_to_the_galaxy,198.768,75,2.6502,3.548,0.10228,0.153083,0.254403,0.506586,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.40,attack_train,hitchhiker's_guide_to_the_galaxy,173.967,74,2.3509,15.161,0.117039,0.175113,0.290877,0.578734,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.41,attack_train,hitchhiker's_guide_to_the_galaxy,165.694,78,2.1243,14.592,0.122954,0.183937,0.305475,0.607565,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.43,attack_train,hitchhiker's_guide_to_the_galaxy,171.362,73,2.3474,12.516,0.11884,0.177799,0.295321,0.587515,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.44,attack_train,hitchhiker's_guide_to_the_galaxy,228.556,76,3.0073,8.907,0.088818,0.132974,0.221076,0.440531,0.876693,1.0,1.0,1.0,1.0,1.0
bookmia.18.45,attack_train,hitchhiker's_guide_to_the_galaxy,221.07,74,2.9874,16.526,0.091857,0.137515,0.228604,0.455463,0.9061,1.0,1.0,1.0,1.0,1.0
bookmia.18.50,attack_train,hitchhiker's_guide_to_the_galaxy,216.875,82,2.6448,8.816,0.093653,0.140197,0.233051,0.464279,0.923437,1.0,1.0,1.0,1.0,1.0
bookmia.18.52,attack_train,hitchhiker's_guide_to_the_galaxy,165.273,66,2.5041,7.641,0.123271,0.18441,0.306257,0.609108,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.53,attack_train,hitchhiker's_guide_to_the_galaxy,157.234,67,2.3468,14.377,0.129652,0.193927,0.321994,0.64015,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.57,attack_train,hitchhiker's_guide_to_the_galaxy,176.483,68,2.5953,0.544,0.115351,0.172594,0.286709,0.570498,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.58,attack_train,hitchhiker's_guide_to_the_galaxy,179.041,72,2.4867,15.854,0.113684,0.170107,0.282591,0.562359,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.61,attack_train,hitchhiker's_guide_to_the_galaxy,240.052,81,2.9636,12.132,0.084522,0.126555,0.210432,0.41941,0.835018,1.0,1.0,1.0,1.0,1.0
bookmia.18.62,attack_train,hitchhiker's_guide_to_the_galaxy,197.245,83,2.3764,13.469,0.103079,0.154275,0.256378,0.510497,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.63,attack_train,hitchhiker's_guide_to_the_galaxy,296.554,76,3.902,4.295,0.068282,0.102275,0.170141,0.339367,0.676536,1.0,1.0,1.0,1.0,1.0
bookmia.18.67,attack_train,hitchhiker's_guide_to_the_galaxy,228.242,74,3.0843,8.394,0.088941,0.133158,0.221382,0.441138,0.877889,1.0,1.0,1.0,1.0,1.0
bookmia.18.68,attack_train,hitchhiker's_guide_to_the_galaxy,206.052,72,2.8618,14.774,0.098626,0.147626,0.245361,0.488677,0.971261,1.0,1.0,1.0,1.0,1.0
bookmia.18.71,attack_train,hitchhiker's_guide_to_the_galaxy,141.31,73,1.9357,0.966,0.144455,0.215992,0.35845,0.711913,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.73,attack_train,hitchhiker's_guide_to_the_galaxy,198.945,70,2.8421,13.843,0.102188,0.152946,0.254175,0.506135,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.74,attack_train,hitchhiker's_guide_to_the_galaxy,178.522,66,2.7049,13.574,0.114019,0.170606,0.283417,0.563992,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.78,attack_train,hitchhiker's_guide_to_the_galaxy,146.303,69,2.1203,11.227,0.139464,0.208554,0.346165,0.687757,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.80,attack_train,hitchhiker's_guide_to_the_galaxy,163.933,75,2.1858,1.274,0.124291,0.185931,0.308773,0.614073,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.81,attack_train,hitchhiker's_guide_to_the_galaxy,180.088,73,2.467,8.616,0.113016,0.169109,0.28094,0.559094,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.82,attack_train,hitchhiker's_guide_to_the_galaxy,163.152,75,2.1754,0.617,0.124893,0.186829,0.310259,0.617004,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.83,attack_train,hitchhiker's_guide_to_the_galaxy,239.931,85,2.8227,17.38,0.084565,0.126619,0.210538,0.419621,0.835437,1.0,1.0,1.0,1.0,1.0
bookmia.18.84,attack_train,hitchhiker's_guide_to_the_galaxy,193.507,93,2.0807,5.048,0.105092,0.157282,0.261357,0.520355,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.85,attack_train,hitchhiker's_guide_to_the_galaxy,224.651,61,3.6828,2.365,0.090378,0.135305,0.22494,0.448196,0.891795,1.0,1.0,1.0,1.0,1.0
bookmia.18.89,attack_train,hitchhiker's_guide_to_the_galaxy,141.274,80,1.7659,2.041,0.144493,0.216047,0.358541,0.712093,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.90,attack_train,hitchhiker's_guide_to_the_galaxy,198.898,71,2.8014,16.41,0.102213,0.152982,0.254236,0.506255,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.93,attack_train,hitchhiker's_guide_to_the_galaxy,228.495,78,2.9294,11.637,0.088842,0.13301,0.221135,0.440649,0.876925,1.0,1.0,1.0,1.0,1.0
bookmia.18.94,attack_train,hitchhiker's_guide_to_the_galaxy,151.7,85,1.7847,17.063,0.134441,0.201067,0.333796,0.663406,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.96,attack_train,hitchhiker's_guide_to_the_galaxy,178.817,76,2.3529,9.136,0.113828,0.170322,0.282947,0.563063,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.98,attack_train,hitchhiker's_guide_to_the_galaxy,150.545,74,2.0344,14.389,0.135486,0.202624,0.336369,0.668473,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.18.99,attack_train,hitchhiker's_guide_to_the_galaxy,177.915,70,2.5416,13.904,0.114412,0.171193,0.284389,0.565913,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.01,attack_train,the_hunger_games,174.905,64,2.7329,3.11,0.116404,0.174166,0.289309,0.575636,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.02,attack_train,the_hunger_games,201.276,72,2.7955,16.948,0.100992,0.151159,0.251216,0.500274,0.993847,1.0,1.0,1.0,1.0,1.0
bookmia.37.03,attack_train,the_hunger_games,187.204,63,2.9715,11.362,0.108671,0.162625,0.270205,0.537864,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.04,attack_train,the_hunger_games,193.797,74,2.6189,11.086,0.104933,0.157044,0.260964,0.519577,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.06,attack_train,the_hunger_games,167.193,63,2.6539,15.715,0.121839,0.182273,0.302723,0.602131,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.08,attack_train,the_hunger_games,146.019,69,2.1162,10.527,0.139739,0.208963,0.346842,0.689087,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.12,attack_train,the_hunger_games,157.323,68,2.3136,12.758,0.129578,0.193816,0.321811,0.639789,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.19,attack_train,the_hunger_games,210.198,65,3.2338,15.659,0.09666,0.144689,0.240495,0.479035,0.952394,1.0,1.0,1.0,1.0,1.0
bookmia.37.20,attack_train,the_hunger_games,172.261,69,2.4965,9.698,0.118212,0.176863,0.293772,0.584455,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.21,attack_train,the_hunger_games,174.346,62,2.812,10.596,0.116782,0.174729,0.290241,0.577479,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.22,attack_train,the_hunger_games,171.705,63,2.7255,15.122,0.118599,0.177441,0.294728,0.586344,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.23,attack_train,the_hunger_games,179.649,78,2.3032,16.681,0.113295,0.169526,0.28163,0.560459,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.26,attack_train,the_hunger_games,176.156,65,2.7101,15.225,0.115568,0.172918,0.287243,0.571555,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.28,attack_train,the_hunger_games,155.509,64,2.4298,0.614,0.131108,0.196098,0.325582,0.647224,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.30,attack_train,the_hunger_games,221.463,75,2.9528,13.773,0.091692,0.137269,0.228197,0.454654,0.904508,1.0,1.0,1.0,1.0,1.0
bookmia.37.32,attack_train,the_hunger_games,216.405,80,2.7051,5.007,0.093858,0.140505,0.23356,0.465288,0.925419,1.0,1.0,1.0,1.0,1.0
bookmia.37.34,attack_train,the_hunger_games,220.569,70,3.151,15.171,0.092068,0.13783,0.229127,0.456498,0.908137,1.0,1.0,1.0,1.0,1.0
bookmia.37.35,attack_train,the_hunger_games,171.202,74,2.3135,14.788,0.118952,0.177967,0.295599,0.588063,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.36,attack_train,the_hunger_games,165.656,62,2.6719,17.726,0.122983,0.18398,0.305546,0.607704,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.37,attack_train,the_hunger_games,192.01,71,2.7044,14.083,0.105921,0.158519,0.263406,0.52441,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.39,attack_train,the_hunger_games,171.365,70,2.4481,17.033,0.118838,0.177796,0.295316,0.587505,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.40,attack_train,the_hunger_games,184.827,71,2.6032,12.129,0.110085,0.164735,0.273699,0.544775,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.41,attack_train,the_hunger_games,209.991,63,3.3332,0.253,0.096756,0.144833,0.240734,0.479508,0.95332,1.0,1.0,1.0,1.0,1.0
bookmia.37.42,attack_train,the_hunger_games,164.163,60,2.7361,11.464,0.124115,0.185668,0.308338,0.613215,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.44,attack_train,the_hunger_games,238.42,75,3.1789,14.937,0.085106,0.127428,0.21188,0.422284,0.840695,1.0,1.0,1.0,1.0,1.0
bookmia.37.45,attack_train,the_hunger_games,184.574,83,2.2238,0.511,0.110238,0.164963,0.274076,0.545521,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.47,attack_train,the_hunger_games,152.323,85,1.792,1.621,0.133885,0.200237,0.332424,0.660705,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.50,attack_train,the_hunger_games,186.135,72,2.5852,12.895,0.109303,0.163567,0.271765,0.54095,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.51,attack_train,the_hunger_games,184.679,76,2.43,16.154,0.110174,0.164868,0.273919,0.545211,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.52,attack_train,the_hunger_games,188.788,86,2.1952,12.695,0.107749,0.161248,0.267926,0.533354,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.55,attack_train,the_hunger_games,153.153,68,2.2522,13.417,0.13315,0.199142,0.330615,0.65714,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.57,attack_train,the_hunger_games,161.171,74,2.178,4.994,0.126447,0.189147,0.314091,0.624565,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.58,attack_train,the_hunger_games,210.167,68,3.0907,18.242,0.096674,0.144711,0.240531,0.479106,0.952533,1.0,1.0,1.0,1.0,1.0
bookmia.37.59,attack_train,the_hunger_games,234.73,74,3.172,14.304,0.086458,0.129448,0.215229,0.428931,0.853815,1.0,1.0,1.0,1.0,1.0
bookmia.37.68,attack_train,the_hunger_games,172.996,68,2.5441,16.18,0.117704,0.176105,0.292518,0.581977,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.72,attack_train,the_hunger_games,176.133,64,2.7521,11.411,0.115583,0.17294,0.287281,0.57163,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.74,attack_train,the_hunger_games,158.847,73,2.176,2.914,0.12832,0.19194,0.318709,0.633672,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.80,attack_train,the_hunger_games,170.646,76,2.2453,8.526,0.119344,0.178552,0.296567,0.589975,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.82,attack_train,the_hunger_games,183.481,74,2.4795,5.905,0.110902,0.165954,0.275717,0.548767,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.84,attack_train,the_hunger_games,161.237,76,2.1215,6.313,0.126395,0.189069,0.313962,0.62431,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.85,attack_train,the_hunger_games,217.013,65,3.3387,6.898,0.093592,0.140108,0.232902,0.463984,0.922856,1.0,1.0,1.0,1.0,1.0
bookmia.37.86,attack_train,the_hunger_games,152.764,71,2.1516,16.813,0.133493,0.199654,0.33146,0.658806,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.89,attack_train,the_hunger_games,200.376,83,2.4142,9.095,0.101451,0.151844,0.25235,0.502521,0.99819,1.0,1.0,1.0,1.0,1.0
bookmia.37.91,attack_train,the_hunger_games,207.856,77,2.6994,15.428,0.097761,0.146334,0.24322,0.484435,0.962967,1.0,1.0,1.0,1.0,1.0
bookmia.37.92,attack_train,the_hunger_games,181.466,73,2.4858,0.337,0.112148,0.167813,0.278795,0.554854,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.93,attack_train,the_hunger_games,165.162,83,1.9899,0.515,0.123355,0.184535,0.306464,0.609516,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.94,attack_train,the_hunger_games,149.103,68,2.1927,1.924,0.136812,0.204602,0.339636,0.674907,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.96,attack_train,the_hunger_games,171.137,73,2.3443,11.315,0.118998,0.178035,0.295712,0.588286,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.97,attack_train,the_hunger_games,191.21,62,3.084,17.952,0.106369,0.159188,0.264514,0.526603,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.37.99,attack_train,the_hunger_games,164.406,80,2.0551,10.397,0.123929,0.185391,0.30788,0.612312,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.00,attack_train,the_silmarillion,167.558,87,1.926,16.485,0.12157,0.181873,0.30206,0.600823,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.01,attack_train,the_silmarillion,196.507,86,2.285,20.889,0.10347,0.15486,0.257346,0.512413,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.05,attack_train,the_silmarillion,229.855,108,2.1283,17.968,0.088311,0.132216,0.21982,0.438039,0.87178,1.0,1.0,1.0,1.0,1.0
bookmia.42.07,attack_train,the_silmarillion,235.585,79,2.9821,15.088,0.086141,0.128974,0.214444,0.427373,0.850739,1.0,1.0,1.0,1.0,1.0
bookmia.42.08,attack_train,the_silmarillion,195.402,80,2.4425,17.342,0.104062,0.155743,0.258809,0.51531,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.09,attack_train,the_silmarillion,165.489,81,2.0431,12.458,0.123108,0.184167,0.305856,0.608315,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.12,attack_train,the_silmarillion,168.872,84,2.0104,14.169,0.120613,0.180445,0.299698,0.596159,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.15,attack_train,the_silmarillion,230.474,86,2.6799,12.513,0.088071,0.131858,0.219226,0.436861,0.869458,1.0,1.0,1.0,1.0,1.0
bookmia.42.16,attack_train,the_silmarillion,174.982,81,2.1603,12.996,0.116353,0.174088,0.289181,0.575383,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.18,attack_train,the_silmarillion,212.162,93,2.2813,13.839,0.095755,0.143338,0.238257,0.474599,0.943697,1.0,1.0,1.0,1.0,1.0
bookmia.42.19,attack_train,the_silmarillion,232.192,90,2.5799,1.888,0.087413,0.130875,0.217595,0.433625,0.863076,1.0,1.0,1.0,1.0,1.0
bookmia.42.21,attack_train,the_silmarillion,195.672,79,2.4769,12.173,0.103917,0.155526,0.25845,0.5146,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.23,attack_train,the_silmarillion,186.853,70,2.6693,13.66,0.108878,0.162933,0.270715,0.538873,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.25,attack_train,the_silmarillion,133.95,75,1.786,2.625,0.152497,0.227972,0.378225,0.750739,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.26,attack_train,the_silmarillion,167.388,84,1.9927,1.441,0.121695,0.182059,0.302368,0.601432,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.27,attack_train,the_silmarillion,208.89,94,2.2222,10.83,0.097272,0.145603,0.24201,0.482036,0.958272,1.0,1.0,1.0,1.0,1.0
bookmia.42.28,attack_train,the_silmarillion,181.753,76,2.3915,9.714,0.111969,0.167546,0.278352,0.553979,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.29,attack_train,the_silmarillion,193.961,81,2.3946,13.897,0.104844,0.15691,0.260742,0.519137,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.30,attack_train,the_silmarillion,145.121,81,1.7916,9.717,0.140614,0.210268,0.348997,0.693328,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.31,attack_train,the_silmarillion,204.389,72,2.8387,15.755,0.099437,0.148837,0.247369,0.492654,0.979024,1.0,1.0,1.0,1.0,1.0
bookmia.42.37,attack_train,the_silmarillion,182.138,77,2.3654,14.935,0.111729,0.167189,0.277761,0.552809,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.39,attack_train,the_silmarillion,184.451,84,2.1958,11.952,0.110312,0.165074,0.27426,0.545884,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.45,attack_train,the_silmarillion,182.005,79,2.3039,8.807,0.111812,0.167312,0.277965,0.553213,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.46,attack_train,the_silmarillion,189.526,73,2.5962,14.046,0.107325,0.160615,0.266877,0.531279,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.47,attack_train,the_silmarillion,223.548,88,2.5403,16.31,0.090828,0.135978,0.226056,0.45041,0.896154,1.0,1.0,1.0,1.0,1.0
bookmia.42.48,attack_train,the_silmarillion,140.891,86,1.6383,0.699,0.14489,0.21664,0.35952,0.714017,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.50,attack_train,the_silmarillion,168.329,83,2.0281,13.034,0.121007,0.181032,0.30067,0.598077,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.42.54,attack_train,the_silmarillion,209.998,95,2.2105,12.907,0.096753,0.144828,0.240726,0.479492,0.953289,1.0,1.0,1.0,1.0,1.0
