model,corpus,params,family,work,id,n_tok,n_char,total_nats,s_rate,k_crit,uncertified_width,nats_per_tok
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00084_Alfred Hitchcock,238,895,370.2834217065101,0.41372449352682694,5.117757797241211,12.369965707407077,1.555812696245841
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00084_Alfred Hitchcock,239,937,308.8942567780041,0.32966302751121035,5.117757797241211,15.524209177710045,1.292444589029306
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00085_Dascha Polanco,245,897,323.00720442190124,0.36009721786165133,7.985098361968994,22.174840476098467,1.318396752742454
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00085_Dascha Polanco,242,893,330.0275370945787,0.36957171007231654,7.977548599243164,21.585928743523535,1.3637501532833831
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00085_Dascha Polanco,246,897,350.34978953374,0.39057947551141586,7.985098361968994,20.44423443273226,1.4241861363160164
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00086_Amelia Earhart,240,968,409.5189611541655,0.42305677805182385,4.929520606994629,11.652148985048928,1.706329004809023
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00086_Amelia Earhart,236,840,473.16141784566037,0.5632874021972147,4.929520606994629,8.751341833256081,2.004921262057883
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00086_Amelia Earhart,239,903,454.9707668454462,0.5038435956206492,4.929520606994629,9.783831033760194,1.903643375922369
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00087_Chris John (boxer),157,606,256.7844065814579,0.42373664452385795,5.81235933303833,13.7169145226265,1.6355694686717064
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00087_Chris John (boxer),111,493,481.671222594141,0.9770207354850731,5.801764965057373,5.938220914192677,4.339380383731
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00087_Chris John (boxer),118,418,268.04810114034206,0.6412633998572776,5.7898454666137695,9.028810108143366,2.271594077460526
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00097_Chris Cuomo,232,915,356.3991157301515,0.3895072303061765,7.710736274719238,19.796131303283197,1.5362030850437565
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00097_Chris Cuomo,240,862,280.3603514442844,0.3252440271975457,7.710736274719238,23.70754150709097,1.1681681310178516
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00097_Chris Cuomo,243,883,256.64302541665495,0.290648952906744,7.710736274719238,26.529379162061744,1.0561441375170986
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00098_Adnan Sami,234,985,1049.2840136515524,1.0652629580218806,7.579109191894531,7.114777750245264,4.484119716459626
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00098_Adnan Sami,234,816,444.74669460392624,0.5450327139753998,7.579109191894531,13.905787666603471,1.9006269000167788
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00098_Adnan Sami,236,840,441.82278556186907,0.5259795066212727,7.579109191894531,14.409514242447107,1.8721304472960554
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00108_Bhuma Nagi Reddy,64,282,160.1230103329217,0.567812093379155,7.864477634429932,13.850493369429609,2.5019220364519015
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00108_Bhuma Nagi Reddy,85,383,203.2100380500342,0.5305745118799848,7.864477634429932,14.822569607732806,2.3907063300004023
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00108_Bhuma Nagi Reddy,219,814,401.8227488514758,0.49363974060377863,7.847821235656738,15.897871646350724,1.834807072381168
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00109_Charmion King,96,426,245.02254065899433,0.5751702832370759,0.8798016034639798,1.5296367512459608,2.5523181318645243
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00109_Charmion King,71,317,162.3733181902062,0.5122186693697356,12.658163070678711,24.712420354092266,2.286948143524031
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00110_Andreea Marin,50,217,120.44293398453738,0.5550365621407253,7.674704074859619,13.827384713646587,2.4088586796907476
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00114_Ahn Jae-hyun,236,744,466.1551157621883,0.6265525749491778,7.735626220703125,12.346332183425456,1.9752335413652047
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00114_Ahn Jae-hyun,214,710,390.35435810561034,0.5497948705712822,7.735626220703125,14.070022538888317,1.8240857855402353
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00114_Ahn Jae-hyun,185,640,318.8252408009945,0.4981644387515539,7.735626220703125,15.528258580819857,1.7233796800053756
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00118_Chacho Gaytán,76,291,202.39717764473608,0.69552294723277,7.7450456619262695,11.135571720158131,2.6631207584833696
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00119_Bastian Schweinsteiger,235,908,430.61977586170906,0.4742508544732479,7.878129005432129,16.611733919135254,1.8324245781349322
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00119_Bastian Schweinsteiger,232,842,320.7944120649179,0.38099098820061505,7.878129005432129,20.677993048181527,1.382734534762577
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00119_Bastian Schweinsteiger,233,825,285.1395024409228,0.34562363932233064,7.878129005432129,22.79395304348653,1.2237746885876515
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00120_Erich Hartmann,228,839,440.9590364075748,0.5255769206288138,7.729595184326172,14.706877111495468,1.9340308614367314
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00120_Erich Hartmann,229,902,647.2543979489751,0.7175769378591742,7.729595184326172,10.77179989561359,2.8264384189911578
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00120_Erich Hartmann,230,824,355.66941555888957,0.43163764024137086,7.729595184326172,17.907602265649952,1.54638876329952
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00132_Dennis Andersson,55,246,119.08458875759243,0.4840836941365546,10.80944538116455,22.329703545262003,2.165174341047135
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00132_Dennis Andersson,110,474,296.18408155330144,0.6248609315470495,0.9564957985511193,1.5307338805500261,2.6925825595754675
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00133_Daniel Bedingfield,228,915,301.98802844708916,0.33004156114435973,7.744120121002197,23.46407553688346,1.3245088966977594
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00133_Daniel Bedingfield,224,912,438.84133698029063,0.48118567651347655,7.744120121002197,16.093829261738858,1.9591131115191547
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00133_Daniel Bedingfield,234,836,403.76628224841784,0.482974021828251,7.744120121002197,16.034237393737218,1.7254969326855463
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00134_Celâl Bayar,247,852,359.9261221303474,0.4224485001529899,7.47799015045166,17.701542667907457,1.4571907778556574
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00134_Celâl Bayar,237,907,314.9860664175876,0.3472834249367008,7.478768348693848,21.535056992878367,1.3290551325636608
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00134_Celâl Bayar,260,921,312.4216449623392,0.33922002710351706,7.47799015045166,22.04465996392855,1.2016217113936123
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00138_Diana Ivanova,49,202,90.34680197759735,0.44726139592869973,12.49073314666748,27.927143411810782,1.8438122852570888
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00138_Diana Ivanova,83,363,164.49752023855945,0.45316121277840066,12.460904121398926,27.49772877735766,1.9818978341995115
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00140_André Le Nôtre,242,807,292.2664354794441,0.36216410840079816,7.566000461578369,20.89108303687913,1.207712543303488
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00140_André Le Nôtre,247,952,324.76707285415534,0.3411418832501632,7.566000461578369,22.17845662776662,1.3148464488022484
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00140_André Le Nôtre,230,870,283.3956503183176,0.32574212680266396,7.589132785797119,23.297977637367886,1.2321550013839897
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00142_Cierre Wood,194,671,261.6039681284442,0.389871785586355,12.287968635559082,31.517973574513377,1.3484740625177536
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00142_Cierre Wood,234,844,327.0954643392745,0.38755386770056216,12.287968635559082,31.706479175310932,1.3978438646977542
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00145_Carmelo Anthony,235,992,262.23885400832,0.26435368347612903,4.279479503631592,16.188461788609903,1.115910017056681
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00145_Carmelo Anthony,233,921,357.14863782888574,0.3877835372734916,4.279479503631592,11.03574312030015,1.5328267717977928
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00145_Carmelo Anthony,240,957,463.79709862404707,0.4846364666917942,4.279479503631592,8.830287850280852,1.9324879109335293
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00146_Asafa Powell,230,878,345.80788350670844,0.3938586372513764,5.33323335647583,13.540983622182054,1.5035125369856888
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00146_Asafa Powell,223,821,351.2246813555448,0.4278010735146709,5.33323335647583,12.466619853615056,1.5749985711010979
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00146_Asafa Powell,225,872,343.74901950970434,0.3942075911808536,5.33323335647583,13.528997096428471,1.5277734200431303
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00152_Felix Newman,50,224,117.22191590005605,0.5233121245538216,7.2632269859313965,13.879340158846995,2.344438318001121
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00162_Aleksandar Kolarov,227,782,336.6611570508858,0.4305129885561199,7.7103376388549805,17.909651610545758,1.4830887975809945
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,factual,fact_00162_Aleksandar Kolarov,217,840,322.5627010957919,0.3840032155902285,7.7103376388549805,20.078836129025323,1.4864640603492714
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,1nzes2,251,957,402.23076009490956,0.4203038245505847,1.1761749643226003,2.798392247751351,1.6025129884259346
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,1nzes2,246,920,505.743726311797,0.5497214416432576,1.1280359675486882,2.052013769331429,2.0558688061455164
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,1nzes2,243,987,457.3621374275458,0.4633861574747171,1.1337209526788106,2.446600819621306,1.8821487136936041
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,2786lw,67,234,207.72654349415097,0.8877202713425255,1.271520857810974,1.4323440602387232,3.1003961715544923
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,2786lw,80,264,250.3751193229018,0.9483906034958401,1.498093013410215,1.5796160441574705,3.1296889915362724
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,2786lw,234,839,499.2753547843772,0.5950838555236916,1.5991704528396193,2.6873027019566873,2.1336553623263983
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,2ov45h,71,265,222.23284111922658,0.8386144947895342,2.2077958217033973,2.6326707151150357,3.1300400157637545
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,2ov45h,74,278,213.37541728677206,0.7675374722545758,1.9043071031570435,2.481060758588508,2.8834515849563793
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,2ov45h,109,471,245.69755608179503,0.5216508621694161,1.9054709076881409,3.6527705518663605,2.2541060190990367
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,49u4dh,245,893,501.72857118523143,0.5618461043507631,3.735563278198242,6.648730407261333,2.0478717191233935
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,49u4dh,228,864,420.4556430747398,0.4866384757809488,3.6809611320495605,7.5640569236586135,1.844103697696227
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,49u4dh,113,495,354.36590285353304,0.7158907128354203,2.8890594482421874,4.035615208359838,3.135981441181708
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,4iorz7,97,408,167.14625987512773,0.40967220557629347,4.413002014160156,10.772031770991894,1.7231573183002857
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,4iorz7,54,212,103.0334965878028,0.4860070593764283,4.448541641235352,9.153244907477385,1.9080277145889408
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,4xzr87,246,937,552.3648011905852,0.5895035231489704,2.868540048599243,4.866026980256654,2.245385370693436
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,4xzr87,249,1173,605.8563768005167,0.5165016000004405,2.868540048599243,5.55378734276292,2.4331581397611113
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,4xzr87,245,1069,471.35966256507595,0.44093513804029555,2.868540048599243,6.50558279693531,1.9239169900615345
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,53rqr9,252,1029,417.74893304045224,0.4059756394950945,1.6651257599393527,4.101541072785164,1.657733861271636
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,53rqr9,260,1021,491.25699996495814,0.4811527913466779,1.391070118740849,2.8911192946578206,1.8894499998652237
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,53rqr9,228,918,445.96012297052994,0.4857953409265032,1.3533305070466466,2.785803800558462,1.9559654516251312
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5apkek,232,1038,496.0990567066665,0.4779374342068078,4.424112319946289,9.256676718132809,2.138358003045976
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5apkek,178,752,601.2398344139074,0.7995210564014725,5.094128926595052,6.371475630076564,3.377751878729817
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5apkek,151,600,566.7603652156613,0.9446006086927689,5.094128926595052,5.392891852615687,3.7533799020904723
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5e6rcz,97,356,164.97740179738867,0.4634196679701929,7.12260627746582,15.369667646311346,1.70079795667411
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5e6rcz,91,359,415.1039733320504,1.1562784772480512,7.12260627746582,6.159940202655731,4.561582124528026
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5ec7q2,199,773,489.30209098964497,0.632991062082335,7.2708330154418945,11.486470269458806,2.4588044773348994
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5ec7q2,207,780,430.4118118511349,0.5518100151937627,7.2708330154418945,13.176333910664546,2.0792841152228743
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5ec7q2,239,891,485.92875125681485,0.5453745805351458,7.274088382720947,13.337784052170692,2.033174691451108
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5f5p86,231,1024,454.15729807420706,0.44351298640059283,1.010057110535471,2.277401432442297,1.9660489094121518
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5f5p86,241,1000,417.19816223958173,0.4171981622395817,1.0191961497795292,2.442954552599975,1.731112706388306
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5f5p86,265,966,526.8226839793447,0.5453650972871062,1.157950423333956,2.1232572988152842,1.9880101282239422
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5fqwjc,238,841,591.7721975757522,0.7036530292220597,1.4355512944526883,2.0401408575470725,2.4864378049401354
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5fqwjc,240,1008,1326.279378702864,1.315753351887762,1.5534165545074312,1.1806289927201665,5.5261640779286
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5fqwjc,252,950,708.1291669376442,0.7453991230922571,1.4332171796832416,1.9227513627029773,2.8100363767366834
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5g58dz,231,778,480.88523983647974,0.6181044213836501,3.53701114654541,5.722352120743089,2.0817542850064057
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5g58dz,96,399,280.784244103711,0.7037199100343634,2.829458713531494,4.020717153495527,2.924835876080323
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5g58dz,233,950,1132.5797251764743,1.1921891843962888,4.663451433181763,3.9116706427288066,4.860857189598602
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5gq4jc,245,935,656.7968931360797,0.7024565701990158,1.3524351924657823,1.9252936762803976,2.6808036454533863
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5gq4jc,238,1010,626.4970921951699,0.6202941506882871,1.1819874686854226,1.90552734920017,2.632340723509117
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5gq4jc,255,1066,549.2029327660102,0.5151997493114543,1.2149800423419836,2.358269863224429,2.153736991239256
common-pile/comma-v0.1-1t,commonpile,7.0,ordinary,creative,5j7ypk,155,622,276.47778590951657,0.4444980480860395,4.915656089782715,11.058892408974568,1.783727651029139
