model,corpus,params,family,work,id,n_tok,n_char,total_nats,s_rate,k_crit,uncertified_width,nats_per_tok
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00027_Arthur Ewert,190,903,469.5002166124177,0.519933794698137,1.152788241704305,2.2171827518416847,2.471053771644304
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00027_Arthur Ewert,196,907,488.97008208109764,0.5391070364730955,1.152788241704305,2.1383290584481833,2.494745316740294
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00039_Chris Duffield,69,316,190.08293459331617,0.6015282740294815,2.9613116681575775,4.922980009435833,2.7548251390335676
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00040_Daniil Medvedev,207,888,343.8530181184957,0.38722186725055824,1.3431392908096313,3.4686555807049273,1.661125691393699
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00040_Daniil Medvedev,197,783,255.10875364028618,0.3258093916223323,1.3431392908096313,4.122469533863391,1.2949682925902852
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00040_Daniil Medvedev,195,854,291.5618605066863,0.3414073308040823,1.3431392908096313,3.934125514078068,1.495189028239417
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00043_Alexander Vovin,98,454,290.8809109290014,0.6407068522665229,1.287726879119873,2.0098534525805274,2.9681725605000144
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00043_Alexander Vovin,139,676,254.79079373473587,0.3769094581874791,1.2733244001865387,3.378329655906837,1.8330272930556537
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00044_Cobhams Asuquo,217,802,450.33497457303747,0.5615149308890741,1.4297605355580647,2.5462555969691754,2.07527638052091
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00044_Cobhams Asuquo,212,850,365.74518376940614,0.430288451493419,1.4297605355580647,3.3227955121633843,1.7252131309877647
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00044_Cobhams Asuquo,213,863,593.8783973654427,0.6881557327525407,1.4297605355580647,2.077670020765784,2.788161489978604
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00045_David Bogue,188,816,521.8672706752841,0.6395432238667698,6.815148830413818,10.656275566815413,2.7758897376344898
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00048_Don Beard,53,241,125.24963227880653,0.5197080177543839,3.0125898718833923,5.796696931674343,2.3632006090340854
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00053_Andriy Yarmolenko,213,827,356.6599115207464,0.4312695423467308,2.5032668113708496,5.804413633639541,1.6744596785011567
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00053_Andriy Yarmolenko,210,852,326.2491017746487,0.38292148095616046,2.5319480895996094,6.6121860891097,1.5535671513078508
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00053_Andriy Yarmolenko,201,801,298.60111385211894,0.37278541055195874,2.5319480895996094,6.791972051295465,1.4855776808563133
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00058_Danny Faure,130,533,234.8151506972681,0.4405537536534111,5.455049514770508,12.382256352449696,1.8062703899789854
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00058_Danny Faure,51,208,128.40335171992774,0.6173238063458064,5.5297651290893555,8.957641147556435,2.5177127788221125
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00063_Ayman al-Zawahiri,225,949,330.85645343151873,0.3486369372302621,1.6173023382822673,4.638929974347777,1.4704731263623054
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00063_Ayman al-Zawahiri,214,911,259.27275071813347,0.2846023608321992,1.6173023382822673,5.682673655809287,1.21155490989782
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00063_Ayman al-Zawahiri,219,916,292.89402352973593,0.3197533007966549,1.6173023382822673,5.0579691726490745,1.337415632555872
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00064_Diego Suarez (garden designer),101,395,324.29163014446385,0.8209914687201616,2.159248098731041,2.630049374443658,3.2108082192521175
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00075_Antonio Leviste,64,301,208.98315068869852,0.6942961816900283,6.611178398132324,9.522129852478312,3.2653617295109143
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00075_Antonio Leviste,149,613,449.08444423257606,0.7326010509503688,6.722486972808838,9.176190730395586,3.013989558607893
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00078_Chi Pu,84,304,170.41752714252652,0.5605839708635741,3.063756803671519,5.465295054640666,2.0287800850300775
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00078_Chi Pu,124,562,352.11041709431447,0.6265309912710222,1.6284493207931519,2.59915206666724,2.8396001378573748
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,"fact_00080_Felipe (footballer, born 1977)",218,851,392.2294341125971,0.4609041528937686,6.396092414855957,13.877272258664501,1.7992175876724639
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00084_Alfred Hitchcock,216,959,318.7243496614509,0.33235072957398426,3.382817029953003,10.178455255052953,1.4755756928770876
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00084_Alfred Hitchcock,213,895,390.3386141757851,0.4361325298053465,3.4429574012756348,7.894291679669678,1.8325756534074418
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00084_Alfred Hitchcock,213,937,331.0799618493619,0.3533404075233318,3.4429574012756348,9.744023972260488,1.5543660180721215
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00085_Dascha Polanco,223,897,356.25022230389004,0.3971574384658752,1.1615705341100693,2.9247105092553225,1.5975346291654262
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00085_Dascha Polanco,208,893,344.06739735372867,0.38529383802209255,1.1642581671476364,3.021740947439908,1.654170179585234
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00085_Dascha Polanco,215,897,360.74674785320417,0.4021702874617661,1.1615705341100693,2.888255473672949,1.6778918504800193
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00086_Amelia Earhart,212,968,448.4426438651026,0.4632671940755192,3.4851770401000977,7.523038722944763,2.1152954899297294
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00086_Amelia Earhart,195,840,491.08302154900593,0.5846226447011975,3.4851770401000977,5.961413010064608,2.5183744694820818
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00086_Amelia Earhart,205,903,487.17810963224474,0.5395106418961736,3.4851770401000977,6.459885624963825,2.3764785835719255
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00087_Chris John (boxer),139,606,257.67405847657847,0.4252047169580503,1.1730588674545288,2.7588096290339603,1.853770204867471
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00087_Chris John (boxer),109,493,477.7188358812127,0.9690037238969832,3.0676408807436624,3.165767896542975,4.382741613589108
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00087_Chris John (boxer),102,418,265.6548245298036,0.6355378577268028,1.1640295088291168,1.8315659636589194,2.604459064017682
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00097_Chris Cuomo,207,915,376.6390410357768,0.4116273672522151,1.0784313678741455,2.619921447578003,1.8195122755351536
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00097_Chris Cuomo,200,862,308.1171208969554,0.357444455796932,1.0784313678741455,3.017059994593436,1.540585604484777
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00097_Chris Cuomo,205,883,286.25568023562664,0.324185368330268,1.0784313678741455,3.3265886533641447,1.3963691718811055
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00098_Adnan Sami,225,985,1066.0308828266861,1.0822648556616103,1.3713991045951843,1.2671566460104817,4.737915034785272
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00098_Adnan Sami,210,816,439.7803618835542,0.5389465219161204,1.3917918801307678,2.5824303962154174,2.094192199445496
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00098_Adnan Sami,214,840,437.17916418516324,0.5204513859347182,1.3713991045951843,2.6350186427733004,2.042893290584875
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00108_Bhuma Nagi Reddy,62,282,165.88912027620245,0.5882592917595831,1.3994189500808716,2.37891516493513,2.6756309721968137
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00108_Bhuma Nagi Reddy,87,383,222.6456856207733,0.5813203279915752,1.3957879741986592,2.4010651391136073,2.559145811733026
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00108_Bhuma Nagi Reddy,214,814,445.33591367685585,0.5470957170477344,3.225391164422035,5.895478732363423,2.081008942415214
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00109_Charmion King,94,426,261.4541902928613,0.6137422307344162,6.057684898376465,9.870079970100344,2.7814275563070354
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00109_Charmion King,65,317,170.34062277409248,0.5373521223157491,6.144622802734375,11.4350023895947,2.620624965755269
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00110_Andreea Marin,45,217,122.01190009270795,0.5622668207037232,2.9964415232340493,5.329216330929426,2.711375557615732
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00114_Ahn Jae-hyun,201,744,469.3658148984978,0.6308680307775508,1.6847488284111023,2.6705249691201396,2.335153307952725
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00114_Ahn Jae-hyun,191,710,402.3478354177854,0.566687092137726,1.6847488284111023,2.97297900690783,2.106533169726625
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00114_Ahn Jae-hyun,170,640,344.30594629466924,0.5379780410854207,1.6956028938293457,3.1518068849210077,2.0253290958509957
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00118_Chacho Gaytán,71,291,185.6907638288103,0.6381125904770114,3.091294676065445,4.844434543682322,2.615362870828314
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00119_Bastian Schweinsteiger,201,908,466.7571320817078,0.5140497049358016,2.7196624636650086,5.290660489737389,2.3221747864761584
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00119_Bastian Schweinsteiger,196,842,316.0797734905441,0.3753916549768932,1.2320608496665955,3.2820677639795526,1.6126519055640005
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00119_Bastian Schweinsteiger,198,825,295.80808240111855,0.3585552513952952,1.2320608496665955,3.4361812994569405,1.4939802141470635
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00120_Erich Hartmann,200,839,477.5184892607067,0.5691519538268256,1.235754057765007,2.17121991667801,2.3875924463035334
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00120_Erich Hartmann,213,902,682.5577800669195,0.7567159424245227,1.235754057765007,1.6330487947771302,3.2044966200324856
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00120_Erich Hartmann,202,824,392.82311272199144,0.47672707854610613,1.235754057765007,2.5921625042440137,1.9446688748613437
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00132_Dennis Andersson,53,246,116.50801280676387,0.4736098081575767,5.606832504272461,11.83850589176774,2.1982643925804504
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00132_Dennis Andersson,104,474,311.16803239961155,0.6564726421932733,5.446845054626465,8.297139445794071,2.9920003115347265
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00133_Daniel Bedingfield,214,915,293.57849389282086,0.3208508129976184,1.362151950597763,4.245437117243252,1.37186212099449
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00133_Daniel Bedingfield,209,912,449.6563932860736,0.4930442908838526,1.3975945711135864,2.8346227650424627,2.151465996584084
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00133_Daniel Bedingfield,206,836,411.85300240462675,0.49264713206295063,1.3975945711135864,2.8369079614067485,1.9992864194399356
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00134_Celâl Bayar,187,852,374.16801450622734,0.4391643362749147,1.2774558067321777,2.9088332116579174,2.0008984732953334
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00134_Celâl Bayar,206,907,336.06646105787513,0.3705253153890575,1.2774558067321777,3.4476883324175267,1.631390587659588
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00134_Celâl Bayar,212,921,337.1150992622957,0.36603159529022333,1.2774558067321777,3.4900151330359717,1.5901655625579987
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00138_Diana Ivanova,46,202,99.51819922827417,0.4926643526152187,6.774404048919678,13.750546417574139,2.1634391136581343
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00138_Diana Ivanova,78,363,182.97615008312277,0.5040665291546081,6.859099864959717,13.607528903899672,2.3458480779887534
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00140_André Le Nôtre,191,807,331.3502276057261,0.41059507757834707,0.9456592798233032,2.3031432461409835,1.734817945579718
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00140_André Le Nôtre,200,952,353.30367627037776,0.3711173070066993,0.9456592798233032,2.5481411455872425,1.7665183813518888
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00140_André Le Nôtre,197,870,301.2325013754653,0.3462442544545578,0.9456592798233032,2.731191254893197,1.5290989917536308
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00142_Cierre Wood,166,671,287.428051746705,0.4283577522305589,7.0084075927734375,16.36110834058453,1.731494287630753
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00142_Cierre Wood,207,844,333.4467481164568,0.3950790854460388,7.1091179847717285,17.994164324708894,1.610853855635057
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00145_Carmelo Anthony,223,992,320.3769652143367,0.32296065041767813,7.8074951171875,24.174756606076414,1.436668005445456
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00145_Carmelo Anthony,213,921,388.40762100085567,0.42172380130386067,7.918485641479492,18.776473172720124,1.823509957750496
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00145_Carmelo Anthony,219,957,478.8535104132916,0.5003693943712556,7.8074951171875,15.603462571882698,2.1865457096497334
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00146_Asafa Powell,196,878,396.8338166735357,0.45197473425231854,3.53857684135437,7.829147457120758,2.024662329967019
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00146_Asafa Powell,202,821,400.82608304395717,0.4882169099195581,3.53857684135437,7.247960423856294,1.9842875398215702
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00146_Asafa Powell,198,872,371.076314278249,0.42554623197046904,3.53857684135437,8.315375805277794,1.874122799385096
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00152_Felix Newman,47,224,117.3012925889343,0.5236664847720282,2.9257254004478455,5.587001432259933,2.495772182743283
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00162_Aleksandar Kolarov,199,782,349.74195145693375,0.44724034713162886,1.3593333780765533,3.0393800264100124,1.7574972435021796
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,factual,fact_00162_Aleksandar Kolarov,209,840,318.81002654903205,0.3795357458917048,1.3593333780765533,3.581568779201156,1.5254068255934548
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,1nzes2,224,957,493.48275412910516,0.5156559604274871,1.2348157985088153,2.3946504903872983,2.2030480095049336
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,1nzes2,237,920,520.6250128439278,0.5658967530912259,1.227334178345544,2.1688305713740164,2.1967300119996955
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,1nzes2,224,987,492.9065177947996,0.49939870090658517,1.2254528832435607,2.453856770189691,2.200475525869641
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,2786lw,67,234,212.46399088203907,0.907965773000167,1.5311196486155192,1.686318685291717,3.1711043415229714
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,2786lw,86,264,260.37688881903887,0.9862760940115108,1.5255386432011921,1.5467663187458212,3.0276382420818475
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,2786lw,219,839,562.4246931534035,0.670351243329444,1.5724434401930831,2.3457007887136956,2.5681492838054956
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,2ov45h,64,265,228.95743921713438,0.8639903366684316,4.287235423922539,4.962133535490947,3.5774599877677247
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,2ov45h,77,278,244.70659883785993,0.8802395641649637,4.287189424037933,4.870480263069021,3.178007777115064
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,2ov45h,106,471,262.2239704413223,0.5567387907459073,4.293018102645874,7.711009496741148,2.473811041899267
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,49u4dh,225,893,556.0865169986209,0.6227172642761712,2.3820544878641763,3.8252584672323295,2.471495631104982
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,49u4dh,224,864,496.2206495377177,0.5743294554834696,2.317790985107422,4.035647071516312,2.215270756864811
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,49u4dh,111,495,372.90797183057293,0.7533494380415615,1.8650220870971679,2.4756401119055145,3.359531277752909
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,4iorz7,97,408,189.7413434759801,0.4650523124411277,1.7836332023143768,3.835338852422483,1.9560963244946403
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,4iorz7,54,212,121.21249496139353,0.5717570517046865,1.120092772677833,1.9590362188595494,2.2446758326183986
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,4xzr87,217,937,612.488476045779,0.6536696649367971,4.900369554758072,7.496706391036037,2.8225275393814697
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,4xzr87,232,1173,689.4771692644636,0.5877895731154847,4.900369554758072,8.336945360878802,2.9718843502778602
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,4xzr87,223,1069,546.9621495351312,0.5116577638308056,4.900369554758072,9.577436132442857,2.4527450651799603
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,53rqr9,228,1029,470.7978081694564,0.457529454003359,1.8236802253458235,3.9859296694206594,2.0649026674098967
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,53rqr9,232,1021,539.7599978198641,0.5286581761213165,1.7882148414850234,3.3825540249937682,2.3265517147407935
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,53rqr9,224,918,507.10792079816747,0.552405142481664,1.7882148414850234,3.2371437265256446,2.2638746464203905
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5apkek,230,1038,552.7122504260042,0.5324780832620464,2.318699359893799,4.354544220278652,2.403096740982627
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5apkek,171,752,676.1855857953014,0.8991829598341775,1.8266747792561848,2.031482869285079,3.9543016713175523
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5apkek,133,600,578.6542641026899,0.9644237735044832,1.814265251159668,1.881190925610498,4.350783940621729
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5e6rcz,85,356,167.3178506079712,0.4699939623819416,1.8731570839881897,3.9854918018414134,1.9684453012702494
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5e6rcz,93,359,430.7787664004136,1.1999408534830462,1.8731570839881897,1.5610411784472635,4.632029746241006
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5ec7q2,198,773,547.709615433926,0.7085506021137465,3.36848775545756,4.7540539030080495,2.7662101789592226
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5ec7q2,192,780,507.44321937167115,0.6505682299636809,2.067755119005839,3.178383179149826,2.6429334342274537
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5ec7q2,217,891,561.1465962958828,0.6297941597035721,2.0814284086227417,3.3049344401707637,2.5859290151884
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5f5p86,229,1024,513.5032123973324,0.5014679808567699,1.0626233794071056,2.11902538142433,2.2423721065385696
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5f5p86,233,1000,481.9763313396006,0.4819763313396006,1.0626233794071056,2.2047210834060254,2.068567945663522
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5f5p86,228,966,576.3747280505904,0.5966612091621019,1.0693191209055009,1.7921713436124964,2.5279593335552213
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5fqwjc,240,841,698.6212445476558,0.8307030256214695,1.5599354798083795,1.8778497630261468,2.9109218522818994
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5fqwjc,254,1008,1370.8679868641484,1.3599880822064965,1.5599354798083795,1.1470214336565956,5.397118058520269
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5fqwjc,239,950,815.669462870399,0.85859943460042,1.5599354798083795,1.8168373014761552,3.4128429408803305
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5g58dz,221,778,585.0035552568152,0.7519325903043896,5.157949447631836,6.859590226756693,2.647074910664322
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5g58dz,90,399,305.3180448610947,0.7652081324839466,5.199545383453369,6.794942660338821,3.3924227206788298
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5g58dz,225,950,1207.6724763270468,1.2712341856074176,5.157949447631836,4.057434504223373,5.367433228120208
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5gq4jc,227,935,724.1873307767091,0.7745319045740204,1.3678556150541856,1.7660416659097902,3.1902525584877055
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5gq4jc,227,1010,729.4195764206816,0.7221976004165164,1.364316314458847,1.8891177617759995,3.2133020987695224
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5gq4jc,231,1066,602.4456530661282,0.5651460160095011,1.364316314458847,2.4140952529264763,2.607989840113109
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5j7ypk,135,622,308.6838086650241,0.4962762197186883,2.1029411951700845,4.237440988734311,2.2865467308520304
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5j7ypk,218,947,957.9739189370302,1.0115880875787013,2.0808893839518228,2.057052084245634,4.394375774940506
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5je6l4,133,632,431.6665937882208,0.6830167623231341,1.2110967750638901,1.7731582032402922,3.2456134871294795
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5je6l4,189,867,638.9729710319625,0.7369930461729671,0.9897102288157149,1.3429030761620468,3.380809370539484
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5nc21f,90,397,347.9476639814675,0.8764424785427393,2.1075485746065774,2.4046627430824645,3.866085155349639
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5nc21f,59,257,248.56950542330742,0.9671965191568382,2.1245154473516674,2.196570609252949,4.213042464801821
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5nzsq6,111,473,325.87982016801834,0.6889636790021529,2.7422642707824707,3.9802740759196125,2.935854235747913
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5nzsq6,227,984,608.5067321309034,0.6184011505395359,2.7261412143707275,4.408370217280892,2.680646397052438
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5nzsq6,239,1099,686.3348826492002,0.6245085374424023,5.405688603719075,8.655908253644387,2.8716940696619253
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5ozqb9,52,201,222.63932639267296,1.1076583402620546,1.693958874101992,1.5293153245261784,4.281525507551403
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5ozqb9,217,857,838.9024229526985,0.9788826405515736,1.4301106135050456,1.4609622790932502,3.8659097831921594
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5qf97d,253,746,524.5709739718295,0.7031782492919967,1.7517882531974465,2.491243514658275,2.073403059177192
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5qf97d,230,1011,822.4991425665794,0.8135500915594257,1.6286702666431665,2.0019299162283977,3.576083228550345
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5qf97d,164,686,339.42417492923187,0.49478742701054207,1.8066983234602958,3.651463688914233,2.0696596032270236
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5qwzjo,143,541,457.62052662315546,0.8458789771222837,1.714639737055852,2.0270508943124814,3.200143542819269
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5qwzjo,127,495,449.53920562175335,0.9081600113570775,1.714639737055852,1.888037037100587,3.5396787844232547
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5qwzjo,246,878,989.4456438214111,1.1269312571997847,1.7051238280076246,1.5130681815007432,4.022136763501671
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5r104c,67,259,263.02432779323135,1.0155379451476114,2.82912015914917,2.785834022910832,3.925736235719871
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5r104c,149,718,572.8221948786504,0.7978024998309894,2.823549747467041,3.5391588119430515,3.8444442609305396
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5te65i,234,913,1510.8845041994355,1.6548570692217255,4.54809132963419,2.748328791786921,6.456771385467673
PleIAs/Pleias-3b-Preview,commoncorpus,3.0,ordinary,creative,5te65i,52,206,177.04820696264505,0.8594573153526459,4.539184406399727,5.281454151725084,3.404773210820097
